emotion, text
fear,Let go &amp; stop fearing the god(s) you say you love &amp; honor.Your thoughts create these emotions of fear.#life #God #love #wakeup #social
joy,Babysitting the red head children again 
sadness,When my grandmother died.
fear,I'm so afraid I'm going to fall on my face in the commons one day. 
anger,You know when you're running for the tube and someone is walking super-slow and they need to get on too? #dodgethoseidiots
anger,The anger in her voice took him aback . 
fear,"No auto tune, but you can feel the &quot;Pain&quot;.& all comes spilling out like I hit a vein. "
joy,Just ordered my sis n laws gifts! Love shopping for lovely people :) #giving
anger, It's my pleasure to talk with you . 
joy,"Right before I went to a concert with my last boyfriend he told me that although he told me he was going to take me to the concert, he didn't want to see me anymore. After that we stayed overnight and I said \well, when he leaves me I will be ruined for awhile, but for now we're together.\"" I woke up in his arms and it was the happiest moment of my life."""
fear,Motor failure on a boat outside Gottenburg when we were in heavy  seas and the wind was strong.  As we could not steer the boat we drifted towards the rocks.  We did not succeed in attracting the attention of any passerby until 4 hours had elapsed.
joy,Starting to regain the ability to move my toes. 
joy,he falls  listening to &quot;Cold you be loved&quot; gives ...
anger, It's also horrible having to be at a bus stop in any kind of weather . 
surprise,Not actually really tired.. but I still don't wanna go to school.
joy,“@kayliwayli5: School has become such a pain. It only gets harder from here. :(”  IM SAYING!! #ugh
joy,"LT , im talking bout black ass . "
anger,An exasperated Galileo was able to show up the inadequacy of his rival 's position in a characteristically witty way . 
anger,is only one letter short of danger......
fear,Nightmare about war. Freaked the fuck right out of me.  #loathing #ffs #sake #fuck #sake
fear,&quot;@AuthenticGecko: I'm finding this is true. &quot; is of oneself.# ~ Wilhelm Stekel #quote&quot; I would agree
joy,@RealFarrahGray Love the new avi! The world didn't give it nor can it take it away!
neutral," No , what ? "
sadness,@Bdog_labus haha. sounds like a deal. btw I haven't seen you in years. 
sadness,"Shelley sat down beside the patient and smiled at him , the cheerfulness coming from somewhere behind her deep despair . "
sadness,"Losing close people and animals. So far, I've felt most when losing our dog in a traffic accident."
anger,"No , she 's not vexed . "
surprise,@Savannahh_Lynnn love you too rest up cuz i have a for you tonight
joy,So easy to wake up for school knowing you don't have football later #LiftinSeason
anger,The anger in her voice took him aback . 
joy," Well , I don ’ t mean to boast but all the designs are done by myself and some colleagues are already trying to copy some of them for their new apartments . Look , they are making photos now of my designed kitchen . "
anger,Never answer ur  revenge with you'll only lose
joy, Thank you . 
neutral, I got it . 
sadness,that really sad moment when you realize its not your birthday anymore...
fear,"“@DeesiredAvenue “@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less””"
fear,I am afraid before an exam or colloquium.
sadness,"Well. I just finished watching hair tutorials; I want to try them out, but I think I would need a LOT of practice. "
joy,Good Morning Tweeps! Happy Wednesday. We're half-way there! Do something amazing today.   
sadness,I wanna pre-order Rapture but I dont have any money :'(    @laurenkatebooks #mad #obsessed
fear,Before the exam.
sadness,Death of my grnadfather after having been in hospital for so long with cancer of the Oesophagus.
joy,"Last year it really touched my heart to know that so many people went out, purchased items and shipped it. We all felt the same thing:) "
sadness,Wondering how many Westboro nutjobs will make it to SU game? #studentsagainsthate
anger,This week an irate mother reportedly stormed into a London school and hauled her 15-year-old daughter out of a class in elementary sapphism . 
sadness,Tonight in bed when I realised how bad my relationship with my friend was.
sadness,And suddenly Kwom recalls owning a Legend of Zelda CYOA book.  Whatever did happen to that...  #dork
joy, My feelings exactly . 
fear,Many people are deeply concerned about the neglect of crofting land . 
joy,"Back to Haterville, AR 4 the big Butterball Holocaust on Thursday.   "
sadness,"Slightly bummed out- I have english muffins left over from my @TARDIS_Day party, but no butter to put on them after toasting "
surprise,Duke improves to 5-0 on the season and  in the country #coachk
joy,@JoleenChaney let's talk about Austin soon!  Its Awesome!  Hope your Thanksgiving is wonderful!  #run
anger," Getting worse . Now he ’ s eating me out of house and home . I ’ Ve tried talking to him but it all goes in one ear and out the other . He makes himself at home , which is fine . But what really gets me is that yesterday he walked into the living room in the raw and I had company over ! That was the last straw . "
fear,"I feel a certain strange surging thru my soul....., yet it feels so off-limits..wht do I do... Wht. Is there to say? "
joy,Rejoice in all good things the Lord your God has given to you. Deuteronomy 26:11 #ThankYou #G❤d
joy,I have a date 2mw. I haven't been this excited to go out in months. I feel the need to look pretty &amp; get flowers @trishana28 #nervous
anger,"At once regretting that she had let herself become riled , she delved into her bag and came out with a bar of soap . "
surprise,@eliz_myrick @CupcakeMartha Im coming to stay with yall next week! 
surprise,Thought it was a cinnamon raisin bagel  its a chocolate chip bagel
anger,Insulted by teacher.
anger,So what's the point of making a bus schedule when they don't even follow it?!? 
anger,"A Gentle answer turns away wrath, but a harsh word stirs up anger.  "
joy,follows a pure thought like a shadow that never leaves-Buddha #quote
fear,Vertigo - standing on a ladder and painting the house.
fear,their are spies everywhere but the fruits are so big and the land have giants...but the lord told you to take the land but you have 
joy,I wonder how busy work will be tonight with this snow..
neutral," About David ? No , I didn ’ t hear anything . "
sadness,Work ruins my holidays... I'll miss you Black Out Wednesday. 
sadness,@fanzoid321 sorry. tryina help u out bud. i mean u need laid. #ferrealdoe. someone hop on josh... like hop on pop minus perversion
fear,On the way home one Friday night in the heavy rain the car acquaplanned.  I lost contact with the road surface for a few seconds.
joy,@sarahtodannyboy ah cool. I have an hour free now by myself with nothing to do 
anger,"A male, Honduran acquaintance of mine despised my opinions."
fear,"He seemed agitated , restlessly pacing about , looking out into the crowds , then drawing back into the shelter of the arcade . "
sadness,"best date eva, or crowns RT @PlentyMoney_Kay Lmfao RT @InMe_iTRUST_: McDonald's is fun tell em durt"
anger,"\ I have been hearing rumours that you have not been allowing people in your room,\"" he said.  This sentence really shot my heart.  I failed to find the right words, instead I walked away without uttering a word."""
neutral, Yes ? 
surprise,"Snel eten maken, dan vanmiddag maar eens maken met de kids voor school. School houdt je zo wel bezig! Wat zullen we eens bedenken?"
neutral,"Hi Bill , I saw your grandma yesterday . "
anger,"I went to the school library and asked for a book, but the librarian told me that there wasn't such. However when an other colleague asked for it she gave it to him."
fear,Many beef farmers in my constituency of Monmouth are deeply anxious about the impact of the MacSharry proposals . 
sadness,I texted a lot of ppl and didnt get no type of response.... 
fear,I thank God for because for the first time I'm afraid the person next to me would be the one who wants to leave #Eatpraylove
surprise,"Baked my very first pumpkin pie today. Actually, two of them. They came out pretty good! "
surprise,This might be my favorite season! Giving to others (especially when they don't expect it) feels so incredibly fulfilling! 
fear,'The Spirit of causes dis-ease.It is a disease'- @Creflo_Dollar
fear,"Exhausted and nervous , councillors disappear into small cabals . "
sadness,"@WatchJ LMAOOOO smh. I know marriage is supposed to be forever, but only so much you can take "
joy,Tomorrow @cornerstonecity the dedication of Grace Barbee and the final sermon in our series. See you there at 10.30am!
anger,Bang ? ! Bang ! Bang ! What are the Kings doing at seven o ’ clock on Sunday morning ? 
